RegionID,FileName,LoopDepth,IterationSpace,BasicBlocks,IntArithmetic,FloatArithmetic,IntMultiply,FloatMultiply,IntDivision,FloatDivision,SpecialFunctions,FMAOperations,Loads,Stores,BytesRead,BytesWritten,StrideClass,IndirectAccesses,ReductionVars,FunctionCalls,ArraysAccessed,BranchCount,SelectCountSerialTime,OpenMP3Time,OpenMP45ResidentTime,OpenMP45ObservedTime,OpenMP45IsolatedTime,OpenACCResidentTime,OpenACCObservedTime,OpenACCIsolatedTime,SerialTime
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_1.c,2,1,1,0,0,0,0,0,0,0,0,0,7,0,56,0,0,0,0,7,0,0,0.033837464,0.000765,0.000865,3.035398,0.000111,0.000212,3.167387,0.000004772
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_1.c,3,1,1,0,1,0,1,0,0,0,1,3,1,24,8,0,0,0,0,3,0,0,0.025989871,0.000015,0.000052,3.060865,0.000014,0.000054,3.140348,0.000000108
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_1.c,3,1,1,0,1,0,1,0,0,0,1,3,1,24,8,0,0,0,0,3,0,0,0.025920082,0.000012,0.000032,3.037550,0.000018,0.000040,3.068222,0.000000101
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_1.c,3,1,1,0,1,0,1,0,0,0,1,3,1,24,8,0,0,0,0,3,0,0,0.014030248,0.000012,0.000033,3.060986,0.000013,0.000034,3.020544,0.000000108
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_2.c,2,4,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.027192395,0.000776,0.000875,3.049641,0.000117,0.000211,3.218376,0.000009045
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_2.c,3,8,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025997434,0.000015,0.000047,3.054929,0.000015,0.000051,3.048536,0.000000186
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_2.c,3,8,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025950771,0.000011,0.000031,3.033154,0.000013,0.000042,3.190989,0.000000153
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_2.c,3,8,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025997303,0.000012,0.000032,2.980151,0.000013,0.000037,3.121541,0.000000145
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_3.c,2,9,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.034527674,0.000743,0.000846,2.915574,0.000128,0.000231,3.184833,0.000009440
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_3.c,3,27,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.028977957,0.000015,0.000048,2.970263,0.000016,0.000063,3.045930,0.000000373
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_3.c,3,27,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.018976629,0.000012,0.000033,3.059341,0.000013,0.000044,3.172150,0.000000328
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_3.c,3,27,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.000017766,0.000011,0.000032,2.994222,0.000014,0.000041,3.227012,0.000000298
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_4.c,2,16,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.044445161,0.001277,0.001378,3.064956,0.000130,0.000223,3.112731,0.000009388
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_4.c,3,64,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025995463,0.000018,0.000052,3.061908,0.000014,0.000049,3.081869,0.000000603
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_4.c,3,64,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025946092,0.000013,0.000034,3.173186,0.000013,0.000040,3.218111,0.000000585
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_4.c,3,64,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025993332,0.000012,0.000032,2.944692,0.000012,0.000034,3.013415,0.000000760
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_5.c,2,25,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.023998640,0.000760,0.000862,3.215098,0.000118,0.000215,3.027279,0.000008550
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_5.c,3,125,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025997031,0.000015,0.000048,3.003450,0.000016,0.000051,3.207752,0.000000723
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_5.c,3,125,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025949933,0.000012,0.000033,3.125258,0.000015,0.000045,2.931364,0.000000704
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_5.c,3,125,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.012029558,0.000012,0.000033,3.101583,0.000014,0.000037,3.207492,0.000000671
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_6.c,2,36,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.028210804,0.000799,0.000914,2.998612,0.000121,0.000216,2.975090,0.000009418
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_6.c,3,216,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025995512,0.000017,0.000053,3.054823,0.000016,0.000053,3.077612,0.000001177
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_6.c,3,216,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025911264,0.000013,0.000038,3.147503,0.000014,0.000045,3.168921,0.000000846
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_6.c,3,216,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025993057,0.000013,0.000036,3.085416,0.000014,0.000038,3.037758,0.000000853
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_7.c,2,49,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.037124120,0.000756,0.000860,2.953054,0.000127,0.000232,3.141211,0.000009555
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_7.c,3,343,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.015993901,0.000016,0.000048,3.072674,0.000016,0.000057,3.046344,0.000001233
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_7.c,3,343,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025923651,0.000012,0.000034,3.029430,0.000015,0.000047,3.038447,0.000001281
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_7.c,3,343,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.018011995,0.000012,0.000031,3.110095,0.000014,0.000041,3.102583,0.000000998
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_8.c,2,64,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.027022377,0.000752,0.000864,3.034915,0.000112,0.000207,2.991728,0.000008814
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_8.c,3,512,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.019671731,0.000016,0.000048,2.970415,0.000016,0.000052,2.994264,0.000001535
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_8.c,3,512,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025277443,0.000013,0.000034,3.089974,0.000015,0.000051,3.078995,0.000001416
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_8.c,3,512,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025996134,0.000012,0.000032,3.083968,0.000013,0.000037,3.236986,0.000001445
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_9.c,2,81,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.025869988,0.000740,0.000846,3.057526,0.000115,0.000213,2.942034,0.000011813
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_9.c,3,729,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025999665,0.000017,0.000052,3.059602,0.000017,0.000053,3.094602,0.000002060
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_9.c,3,729,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025905803,0.000012,0.000035,3.021199,0.000015,0.000042,3.023175,0.000001986
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_9.c,3,729,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025988791,0.000013,0.000035,2.943441,0.000015,0.000039,3.033553,0.000001706
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_10.c,2,100,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.026747588,0.000737,0.000844,2.975743,0.000116,0.000213,3.123578,0.000010144
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_10.c,3,1000,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025976378,0.000017,0.000052,3.031435,0.000017,0.000053,3.104132,0.000002593
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_10.c,3,1000,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.022953670,0.000013,0.000035,3.096552,0.000016,0.000046,3.113941,0.000002787
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_10.c,3,1000,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025994193,0.000013,0.000034,2.977799,0.000014,0.000038,3.158092,0.000002299
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_11.c,2,121,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.035917133,0.000744,0.000850,3.099369,0.000132,0.000233,3.178422,0.000010230
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_11.c,3,1331,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025996152,0.000017,0.000050,3.042245,0.000017,0.000056,3.052395,0.000003591
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_11.c,3,1331,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.014947794,0.000014,0.000037,3.154978,0.000015,0.000045,3.179771,0.000003528
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_11.c,3,1331,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.000077054,0.000013,0.000035,2.991285,0.000015,0.000039,3.132381,0.000003144
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_12.c,2,144,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.028872110,0.000744,0.000848,2.995223,0.000116,0.000215,2.997444,0.000010580
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_12.c,3,1728,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025307573,0.000016,0.000050,3.110584,0.000017,0.000053,3.036948,0.000004310
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_12.c,3,1728,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.021938473,0.000015,0.000039,3.103166,0.000016,0.000049,3.117506,0.000004407
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_12.c,3,1728,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.000078365,0.000013,0.000035,3.173161,0.000016,0.000054,3.126581,0.000003677
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_13.c,2,169,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.028136693,0.000746,0.000857,3.018640,0.000122,0.000235,3.085185,0.000010371
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_13.c,3,2197,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025994740,0.000017,0.000053,3.009463,0.000017,0.000055,2.970000,0.000004370
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_13.c,3,2197,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.013946127,0.000015,0.000038,3.149109,0.000015,0.000046,2.955532,0.000005014
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_13.c,3,2197,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.000046667,0.000014,0.000035,3.000378,0.000015,0.000039,3.003242,0.000005018
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_14.c,2,196,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.042915452,0.000740,0.000844,3.234574,0.000116,0.000217,3.124870,0.000012312
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_14.c,3,2744,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025995336,0.000017,0.000052,3.004813,0.000022,0.000061,2.953388,0.000006422
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_14.c,3,2744,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025905222,0.000015,0.000039,3.056973,0.000017,0.000049,3.242957,0.000006255
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_14.c,3,2744,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.012038469,0.000014,0.000037,3.076714,0.000015,0.000040,2.954688,0.000005744
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_15.c,2,225,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.037335232,0.000769,0.000878,3.118253,0.000118,0.000220,2.991364,0.000010546
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_15.c,3,3375,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025919382,0.000018,0.000054,3.431421,0.000018,0.000057,3.032160,0.000007022
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_15.c,3,3375,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025902051,0.000016,0.000041,3.163008,0.000016,0.000047,3.176655,0.000006583
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_15.c,3,3375,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025993455,0.000015,0.000039,2.941499,0.000016,0.000042,3.157845,0.000006407
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_16.c,2,256,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.042605050,0.000741,0.000853,3.043253,0.000117,0.000219,2.992954,0.000009131
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_16.c,3,4096,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025959615,0.000018,0.000052,3.146338,0.000018,0.000058,3.008950,0.000006873
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_16.c,3,4096,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.006752644,0.000014,0.000038,3.083150,0.000017,0.000049,2.971017,0.000006869
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_16.c,3,4096,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.000061784,0.000014,0.000038,3.012026,0.000015,0.000040,3.074396,0.000006672
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_17.c,2,289,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.040726461,0.000745,0.000856,3.092341,0.000119,0.000226,3.054600,0.000007592
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_17.c,3,4913,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.023987111,0.000023,0.000060,3.022490,0.000018,0.000056,3.006667,0.000004232
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_17.c,3,4913,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.029756345,0.000015,0.000040,3.121437,0.000016,0.000047,2.928527,0.000004150
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_17.c,3,4913,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025142800,0.000016,0.000040,3.088379,0.000016,0.000042,3.040423,0.000004385
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_18.c,2,324,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.035118245,0.000749,0.000860,3.139084,0.000122,0.000228,3.061255,0.000018466
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_18.c,3,5832,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.026002347,0.000018,0.000054,2.987033,0.000018,0.000057,2.999218,0.000012945
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_18.c,3,5832,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025934961,0.000016,0.000041,3.219161,0.000016,0.000052,3.085800,0.000012580
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_18.c,3,5832,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.021028914,0.000015,0.000039,3.016272,0.000016,0.000043,3.131227,0.000013120
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_19.c,2,361,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.034489207,0.000746,0.000860,2.960257,0.000125,0.000233,3.162907,0.000021409
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_19.c,3,6859,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025176167,0.000018,0.000054,3.037463,0.000019,0.000058,3.025148,0.000013821
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_19.c,3,6859,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.016913641,0.000016,0.000040,3.162431,0.000017,0.000050,3.013997,0.000013459
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_19.c,3,6859,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025999110,0.000015,0.000042,2.938545,0.000016,0.000043,3.158158,0.000013970
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_20.c,2,400,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.036059074,0.000749,0.000864,2.940161,0.000120,0.000231,3.188931,0.000024039
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_20.c,3,8000,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025998496,0.000020,0.000057,3.154054,0.000019,0.000060,3.017376,0.000018928
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_20.c,3,8000,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.020770740,0.000016,0.000041,3.193536,0.000017,0.000049,3.061251,0.000018328
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_20.c,3,8000,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.000045933,0.000017,0.000043,3.190257,0.000017,0.000045,3.224012,0.000017259
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_21.c,2,441,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.021658495,0.001265,0.001402,3.075617,0.000118,0.000229,3.039879,0.000029799
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_21.c,3,9261,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.032953274,0.000020,0.000058,3.064228,0.000024,0.000067,3.097894,0.000021484
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_21.c,3,9261,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.025882311,0.000016,0.000041,3.070883,0.000017,0.000049,2.991069,0.000019003
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_21.c,3,9261,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.019017354,0.000015,0.000040,3.061425,0.000016,0.000043,3.180551,0.000018366
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_22.c,2,484,5,0,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0,0.026918754,0.000753,0.000869,3.040108,0.000121,0.000233,3.037725,0.000035737
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_refresh_work_VAuT2i/feature_variants/3mm_serial_N_22.c,3,10648,7,0,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0,0.020067457,0.000019,0.000058,3.122526,0.000019,0.000062,3.121346,0.000024743
