RegionID,FileName,LoopDepth,IterationSpace,BasicBlocks,IntArithmetic,FloatArithmetic,IntMultiply,FloatMultiply,IntDivision,FloatDivision,BitwiseCount,IntModulus,FloatModulus,SpecialFunctions,FMAOperations,Loads,Stores,BytesRead,BytesWritten,StrideClass,IndirectAccesses,ReductionVars,FunctionCalls,ArraysAccessed,BranchCount,SelectCount,SerialTime,OpenMP3Time,OpenMP45ResidentTime,OpenMP45ObservedTime,OpenMP45IsolatedTime,OpenACCResidentTime,OpenACCObservedTime,OpenACCIsolatedTime
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_104.c,1,104,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_104.c,1,104,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_105.c,1,105,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_105.c,1,105,8,1,0,0,0,3,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,2,0,,,,,,,,
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_105.c,1,105,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_105.c,1,105,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_106.c,1,106,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_106.c,1,106,8,1,0,0,0,3,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,2,0,,,,,,,,
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_106.c,1,106,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_106.c,1,106,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_107.c,1,107,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_107.c,1,107,8,1,0,0,0,3,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,2,0,,,,,,,,
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_107.c,1,107,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_107.c,1,107,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_108.c,1,108,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_108.c,1,108,8,1,0,0,0,3,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,2,0,,,,,,,,
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_108.c,1,108,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_108.c,1,108,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_109.c,1,109,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_109.c,1,109,8,1,0,0,0,3,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,2,0,,,,,,,,
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_109.c,1,109,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_109.c,1,109,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_110.c,1,110,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_110.c,1,110,8,1,0,0,0,3,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,2,0,,,,,,,,
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_110.c,1,110,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_110.c,1,110,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_111.c,1,111,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_111.c,1,111,8,1,0,0,0,3,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,2,0,,,,,,,,
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_111.c,1,111,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_111.c,1,111,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_112.c,1,112,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_112.c,1,112,8,1,0,0,0,3,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,2,0,,,,,,,,
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_112.c,1,112,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,1,0,0,0,2,3,0,,,,,,,,
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_112.c,1,112,3,1,0,1,0,1,0,0,0,0,0,0,2,1,8,4,1,0,0,0,3,0,0,,,,,,,,
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_idUj3D/feature_variants/vectorNormalization_serial_N_113.c,1,113,3,2,0,2,0,0,0,0,2,0,0,0,0,2,0,8,1,0,0,0,2,0,0,,,,,,,,
